reports, acn, state, facility_website, main_activities, facility_id, postcode, abn, jurisdiction_code, jurisdiction_facility_id, primary_anzsic_class_code, first_report_year, facility_name, suburb, primary_anzsic_class_name, longitude, latitude, street_address, registered_business_name
12,"009671809","QLD","http://www.boral.com.au","Dredging of sand & gravel, screening & washing materials.","509586","4501","46009671809","QLD","Q056BOL002","0911","1999/2000","Boral Sand & Gravel Plant - Lawnton","Lawnton","Gravel and Sand Quarrying",153.0,-27.283056,"LAWTON POCKET RD","BORAL RESOURCES (QLD) PTY LIMITED"
3,"009671809","QLD",null,"Asphalt manufacturing","507292","4870","46009671809","QLD","Q031BOR003","1709","2005/2006","Cairns Asphalt","Cairns","Other Petroleum and Coal Product Manufacturing",145.77041,-16.94433,"21 Aumuller St","BORAL RESOURCES (QLD) PTY LIMITED"
5,"009671809","QLD","http://www.boral.com.au","Asphalt manufacturing","598250","4306","46009671809","QLD","Q031BOR008","1709","2012/2013","Ipswich Asphalt","Swanbank","Other Petroleum and Coal Product Manufacturing",152.822045,-27.636238,"961 Redbank Plains Road","BORAL RESOURCES (QLD) PTY LIMITED"
1,"009671809","QLD","http://www.boral.com.au","Asphalt manufacturing","598254","4178","46009671809","QLD","Q031BOR009","1709","2012/2013","Mobile Plant 7832","Lytton","Other Petroleum and Coal Product Manufacturing",153.139929,-27.435519,"Port of Brisbane Motorway","BORAL RESOURCES (QLD) PTY LIMITED"
4,"009671809","QLD","http://www.boral.com.au","Asphalt manufacturing","598262","4700","46009671809","QLD","Q031BOR010","1709","2012/2013","Rockhampton Asphalt","Rockhampton","Other Petroleum and Coal Product Manufacturing",150.56797,-23.387458,"Cnr Dorly Street and Lakes Creek Road","BORAL RESOURCES (QLD) PTY LIMITED"
8,"009671809","QLD","http://www.boral.com.au","Asphalt manufacture","507296","4350","46009671809","QLD","Q031BOR004","1709","2006/2007","Toowoomba Asphalt","Toowoomba","Other Petroleum and Coal Product Manufacturing",151.906111,-27.54,"100 Industrial Avenue","BORAL RESOURCES (QLD) PTY LIMITED"
5,"009671809","QLD",null,"Asphalt Manufacture","552542","4810","46009671809","QLD","Q031BOR005","1709","2007/2008","Townsville Asphalt","Townsville","Other Petroleum and Coal Product Manufacturing",146.741916,-19.263305,"Ingham Street","BORAL RESOURCES (QLD) PTY LIMITED"
6,"007516494","SA",null,"Hot Mix Asphalt Preparation","589000","5094","72007516494","SA","SA0628","1709","2011/2012","Gepps Cross Asphalt Plant","Gepps Cross","Other Petroleum and Coal Product Manufacturing",138.590564,-34.845898,"612-616 Prospect Road","BORAL RESOURCES (SA) LIMITED"
6,"007516494","SA",null,"Extractive","588970","5241","72007516494","SA","SA0622","0990","2011/2012","Lobethal Quarry","Lobethal","Other Non-Metallic Mineral Mining and Quarrying",138.845329,-34.902008,"Miller Road","BORAL RESOURCES (SA) LIMITED"
6,"007516494","SA",null,"Extractive","588996","5279","72007516494","SA","SA0627","0990","2011/2012","Mt McIntyre Quarry","Mount Mcintyre","Other Non-Metallic Mineral Mining and Quarrying",140.5445388889,-37.5659527778,"Crushing Road","BORAL RESOURCES (SA) LIMITED"
2,"007516494","SA",null,"Extractive","588972","5253","72007516494","SA","SA0623","0990","2011/2012","Murray Bridge Quarry","Murray Bridge","Other Non-Metallic Mineral Mining and Quarrying",139.210213,-35.107671,"Maurice Road","BORAL RESOURCES (SA) LIMITED"
6,"007516494","SA",null,"Extractive","588964","5096","72007516494","SA","SA0621","0990","2011/2012","Para Hills Quarry","Gulfview Heights","Other Non-Metallic Mineral Mining and Quarrying",138.678549,-34.787976,"Barker Road","BORAL RESOURCES (SA) LIMITED"
6,"007516494","SA",null,"Extractive","588978","5114","72007516494","SA","SA0625","0990","2011/2012","Salisbury Quarry","Gould Creek","Other Non-Metallic Mineral Mining and Quarrying",138.702506,-34.74093,"Black Top Rd","BORAL RESOURCES (SA) LIMITED"
6,"007516494","SA",null,"Extractive","588974","5066","72007516494","SA","SA0624","0990","2011/2012","Stonyfell Quarry","Stonyfell","Other Non-Metallic Mineral Mining and Quarrying",138.681107,-34.937311,"53 Stonyfell Road","BORAL RESOURCES (SA) LIMITED"
6,"007516494","SA",null,"Extractive","588984","5608","72007516494","SA","SA0626","0990","2011/2012","Whyalla Quarry","Whyalla","Other Non-Metallic Mineral Mining and Quarrying",137.5215222222,-32.9951305556,"Iron Knob Road","BORAL RESOURCES (SA) LIMITED"
2,"004620731","VIC","http://www.boral.com.au","Asphalt production for construction of Eastlink","536536","3179","87004620731","VIC","00029048","1709","2006/2007","EastLink Site","Scoresby","Other Petroleum and Coal Product Manufacturing",145.215534,-37.900859,"CNR EASTLINK MOTORWAY & FERNTREE GULLY RD","BORAL RESOURCES (VIC) P/L"
8,"004620731","VIC","http://www.boral.com.au","Asphalt Production","554028","3551","87004620731","VIC","00029129","1709","2007/2008","Boral Asphalt - Bendigo","Bendigo","Other Petroleum and Coal Product Manufacturing",144.300044,-36.73341,"115 STRICKLAND RD","BORAL RESOURCES (VIC) PTY LIMITED"
18,"004620731","VIC","http://www.boral.com.au","Asphalt Production","532938","3029","87004620731","VIC","00008623","1709","1999/2000","Boral Asphalt - Deer Park","Truganina","Other Petroleum and Coal Product Manufacturing",144.735891,-37.779961,"BORAL ASPHALT - RIDING BOUNDARY RD","BORAL RESOURCES (VIC) PTY LIMITED"
18,"004620731","VIC","http://www.boral.com.au","Asphalt Production","532956","3765","87004620731","VIC","00008624","1709","1999/2000","Boral Asphalt - Montrose","Montrose","Other Petroleum and Coal Product Manufacturing",145.324347,-37.816843,"ASPHALT PLANT, CNR CANTERBURY RD & FUSSELL RD","BORAL RESOURCES (VIC) PTY LIMITED"
6,"004620731","VIC","http://www.boral.com.au","Asphalt production","573814","3350","87004620731","VIC","00029432","1709","2009/2010","Boral Asphalt Ballarat","Ballarat","Other Petroleum and Coal Product Manufacturing",143.8499167,-37.51961111,"OLD MIDLAND HWY","BORAL RESOURCES (VIC) PTY LIMITED"
16,"004620731","VIC","http://www.boral.com.au","Sand and Gravel Extraction with Processing (washing) Plant","533208","3340","87004620731","VIC","00010132","0911","2001/2002","Boral Quarry Bacchus Marsh","Bacchus Marsh","Gravel and Sand Quarrying",144.458285,-37.631019,"BONNIE VALE RD","BORAL RESOURCES (VIC) PTY LIMITED"
18,"004620731","VIC","http://www.boral.com.au","Stone extraction and processing","530506","3029","87004620731","VIC","00004836","0919","1999/2000","Boral Quarry Deer Park","Truganina","Other Construction Material Mining",144.731214,-37.784378,"RIDING BOUNDARY RD","BORAL RESOURCES (VIC) PTY LIMITED"
16,"004620731","VIC","http://www.boral.com.au","Stone Extraction and Processing","523698","3156","87004620731","VIC","00003978","0919","2001/2002","Boral Quarry Lysterfield","Lysterfield","Other Construction Material Mining",145.270547,-37.931419,"SUMMIT RD","BORAL RESOURCES (VIC) PTY LIMITED"
18,"004620731","VIC","http://www.boral.com.au","Stone extraction and processing","527996","3765","87004620731","VIC","00004518","0919","1999/2000","Boral Quarry Montrose","Montrose","Other Construction Material Mining",145.326618,-37.816876,"CNR CANTERBURY RD & FUSSELL RD","BORAL RESOURCES (VIC) PTY LIMITED"
16,"004620731","VIC","http://www.boral.com.au","Stone Extraction and Processing","533194","3076","87004620731","VIC","00010131","0919","2001/2002","Boral Quarry Wollert","Epping","Other Construction Material Mining",145.046828,-37.635027,"QUARRY FINDON RD","BORAL RESOURCES (VIC) PTY LIMITED"
1,"004620731","VIC",null,"Asphalt plant","598758","3061","87004620731","VIC","00030568","1709","2012/2013","Campbellfield Asphalt","Campbellfield","Other Petroleum and Coal Product Manufacturing",144.962089,-37.650223,"251-253 REX RD","BORAL RESOURCES (VIC) PTY LIMITED"
9,"004620731","VIC",null,"Quarrying","559472","3525","87004620731","VIC","00029280","0990","2008/2009","Charlton Quarry","Charlton","Other Non-Metallic Mineral Mining and Quarrying",143.39192,-36.27314,"CALDER HWY","BORAL RESOURCES (VIC) PTY LIMITED"
7,"004620731","VIC","http://www.boral.com.au","Crushing, grinding and separating works; extractive industry","579842","3140","87004620731","VIC","00029480","0919","2010/2011","Coldstream Quarry","Lilydale","Other Construction Material Mining",145.367323,-37.738284,"527-529 MAROONDAH HWY","BORAL RESOURCES (VIC) PTY LIMITED"
9,"004620731","VIC",null,"Quarry","559478","3300","87004620731","VIC","00029281","0990","2008/2009","Dundas Quarry","Hamilton","Other Non-Metallic Mineral Mining and Quarrying",142.06296,-37.90693,"MT NAPIER ACCESS RD","BORAL RESOURCES (VIC) PTY LIMITED"
9,"004620731","VIC",null,"Quarry","559484","3352","87004620731","VIC","00029282","0990","2008/2009","Dunnstown Quarry","Dunnstown","Other Non-Metallic Mineral Mining and Quarrying",143.969266,-37.601889,"YENDON RD","BORAL RESOURCES (VIC) PTY LIMITED"
6,"004620731","VIC","http://www.boral.com.au","Extractive industry","580140","3631","87004620731","VIC","00029482","0919","2010/2011","Grahams Quarry","Cosgrove South","Other Construction Material Mining",145.65776,-36.361963,"KELLOWS RD","BORAL RESOURCES (VIC) PTY LIMITED"
4,"004085616","NSW","http://www.airbp.com.au","Bulk petroleum storage","491722","2200","54004085616","NSW","613","3321","2001/2002","Air BP Bankstown","Bankstown","Petroleum Product Wholesaling",150.984518,-33.915113,"Airport Drive","BP AUSTRALIA LIMITED"
1,"004620731","VIC",null,"Asphalt plant","598772","3910","87004620731","VIC","00030569","1709","2012/2013","Mobile Asphalt Plant (Penlink)","Langwarrin","Other Petroleum and Coal Product Manufacturing",145.179021,-38.136042,"240-300 MCCLELLAND DRIVE","BORAL RESOURCES (VIC) PTY LIMITED"
6,"004620731","VIC",null,"Asphalt Production","579838","3221","87004620731","VIC","00029479","1709","2010/2011","Moolap Asphalt","Moolap","Other Petroleum and Coal Product Manufacturing",144.431177,-38.162717,"62-70 POINT HENRY RD","BORAL RESOURCES (VIC) PTY LIMITED"
7,"004620731","VIC",null,"Quarry","559488","3631","87004620731","VIC","00029283","0990","2008/2009","Shepparton Quarry","Cosgrove","Other Non-Metallic Mineral Mining and Quarrying",145.5956,-36.32739,"QUARRY RD","BORAL RESOURCES (VIC) PTY LIMITED"
5,"004620731","VIC",null,"Quarry","559492","3825","87004620731","VIC","00029284","0990","2008/2009","Yallourn Quarry","Yallourn North","Other Non-Metallic Mineral Mining and Quarrying",146.427,-37.9252,"QUARRY RD","BORAL RESOURCES (VIC) PTY LIMITED"
18,"008686904","WA","http://www.boral.com.au","ASPHALT PRODUCTION BY BATCH PLANT PROCESS. RAW MATERIALS (AGGREGATE & SAND) ARE MIXED WITH HOT BITUMEN.","540292","6106","57008686904","WA","WA0221","1709","1999/2000","BORAL ASPHALT WA","Welshpool","Other Petroleum and Coal Product Manufacturing",115.971111,-31.991111,"90 MCDOWELL ST","BORAL RESOURCES (WA) LTD"
2,"008686904","WA",null,"Mining and crushing of basalt.","622890","6714","57008686904","WA","WA1479","0919","2015/2016","Mt Regal Quarry","Karratha","Other Construction Material Mining",116.722881,-20.818577,"Tenement M47/492 North West Coastal Highway","BORAL RESOURCES (WA) LTD"
17,"008686904","WA","http://www.boral.com.au","Mining and Crushing of Granite","543456","6109","57008686904","WA","WA0474","0919","2000/2001","Orange Grove Quarry","Orange Grove","Other Construction Material Mining",116.023889,-32.039167,"STEPHEN ST","BORAL RESOURCES (WA) LTD"
2,"008686904","WA","http://www.boral.com.au","Mining and crushing Granite.","622920","6721","57008686904","WA","WA1481","0919","2015/2016","Tabba Tabba","Strelley","Other Construction Material Mining",118.991157,-20.369596,"Great Northern Highway","BORAL RESOURCES (WA) LTD"
1,"008686904","WA",null,"Mining and crushing of basalt.","622904","6743","57008686904","WA","WA1480","0919","2015/2016","Weaner Creek","Kununurra","Other Construction Material Mining",128.48583,-15.820646,"Victoria Highway Weaner Creek","BORAL RESOURCES (WA) LTD"
1,"009671809","QLD",null,"Quarrying","551712","4670","46009671809","QLD","Q056BOL011","0911","2007/2008","Innes Park Quarry","Innes Park","Gravel and Sand Quarrying",152.468,-24.8758,"383 Back Windermere Road","BORAL RESOURCES PTY LTD"
18,"051706499","WA",null,"Commercial Heatset Printers","541506","6163","76051706499","WA","WA0304","1611","1999/2000","PMP Print","Bibra Lake","Printing",115.808889,-32.113611,"51 MIGUEL RD","PMP PRINT PTY LTD"
1,"009671809","QLD",null,"Asphalt Manufacture","552552","4504","46009671809","QLD","Q031BOR006","1709","2007/2008","Narangba Asphalt","Narangba","Other Petroleum and Coal Product Manufacturing",153.006416,-27.198527,"Potassium Street","BORAL RESOURCES PTY LTD"
16,null,"NSW",null,"Manufacture of medium density fibreboard","493746","2787","54139584900","NSW","764","1494","2001/2002","Borg Panels Pty Ltd","Oberon","Reconstituted Wood Product Manufacturing",149.857163,-33.690817,"Lowes Mount Road","BORG PANELS PTY LIMITED"
17,"003893838","VIC","http://www.bostik.com.au","Adhesive and sealant manufacture","525466","3074","79003893838","VIC","00004135","1915","2000/2001","BOSTIK AUSTRALIA PTY LTD","Thomastown","Adhesive Manufacturing",145.011803,-37.694824,"51-71 HIGH ST","BOSTIK AUSTRALIA PTY LTD"
9,null,"TAS","http://www.botanicalra.com.au","Extraction of pyrethrins from pyrethrum plant matter","552158","7315","83090620492","TAS","Tas 451","1899","2007/2008","Botanical Resources Australia","Ulverstone","Other Basic Chemical Product Manufacturing n.e.c.",146.2047320065,-41.1568340918,"44-46 Industrial Drive","BOTANICAL RESOURCES AUSTRALIA MANUFACTURING SERVICES PTY LTD"
6,"090625353","QLD",null,"Crude Oil Production","550546","4484","82090625353","QLD","Q012MOI002","0700","2007/2008","Fairymount Field","St George","Oil and Gas Extraction",149.083,-27.9772,"Moonie Hwy","BOUNTY OIL & GAS NL"
1,"111019857","QLD","http://www.bowenergy.com.au","Exploration and production testing of Coal Seam Gas within the \"Blackwater\" CSG Field","583786","4717","63111019857","QLD","Q012BOW001","1011","2010/2011","Bow CSG Pty Ltd","Blackwater","Petroleum Exploration",148.875736,-23.576158,"10 Littlefield Street","BOW ENERGY LTD"
17,"010856078","QLD","http://www.glencore.com.au","PRODUCTION OF METALLURGICAL COKE","511466","4805","63010856078","QLD","Q062BCL001","1709","1999/2000","Glencore - Bowen Coke Works","Bowen","Other Petroleum and Coal Product Manufacturing",148.234426,-20.015125,"1 NORRIS ST","BOWEN COKE P/L"
19,"010061935","QLD",null,"Electrolytic aluminium manufacturing","500606","4680","90010061935","QLD","Q017BSL001","2132","1998/1999","BSL","Gladstone","Aluminium Smelting",151.338308,-23.924238,"HANDLEY DR BOYNE ISLAND","BOYNE SMELTERS LTD"
14,null,"QLD",null,"Chicken Farming","513622","4280","69648846466","QLD","Q086ILB002","0171","2003/2004","Buandah Enterprises","Stockleigh","Poultry Farming (Meat)",153.071437,-27.773785,"885 Stockleigh Road","BUANDAH ENTERPRISES"
4,"094068318","VIC","http://www.feathertopwinerycom.au","Wine making","534256","3740","87094068318","VIC","00019566","1214","2001/2002","BOYNTONS AUSTRALIA PTY LTD","Porepunkah","Wine and Other Alcoholic Beverage Manufacturing",146.8877,-36.67456,"6619 GREAT ALPINE RD","BOYNTONS AUSTRALIA PTY LTD"
3,"004085616","QLD","http://www.airbp.com.au","Bulk petroleum storage facility","503214","4472","53004085616","QLD","Q022BPA015","3321","2001/2002","AIR BP BLACKALL","Blackall","Petroleum Product Wholesaling",145.516667,-24.65,"C/O BLACKALL FUEL SUPPLIES BLACKALL AIRPORT","BP AUST LTD"
3,"004085616","VIC","http://www.airbp.com.au","Bulk petroleum storage facility","534098","3741","53004085616","VIC","00017178","3321","2001/2002","AIR BP MOUNT HOTHAM","Harrietville","Petroleum Product Wholesaling",147.118091,-36.96519,"GREAT ALPINE RD","BP AUST LTD"
4,"004085616","SA","http://www.airbp.com.au","BULK PETROLEUM STORAGE FACILITY","518910","5540","53004085616","SA","SA0306","3321","2001/2002","AIR BP PORT PIRIE","Port Pirie","Petroleum Product Wholesaling",138.0,-33.233333,"C/O PORT PIRIE AIR 17 BLIGHT ST","BP AUST LTD"
1,"004085616","VIC","http://www.bp.com.au","petroleum product storage-closed","535730","3045","53004085616","VIC","00022906","3321","2003/2004","Air BP Melbourne GA","Melbourne Airport","Petroleum Product Wholesaling",144.857771,-37.687619,"JET CITY CARGO RD","BP AUST LTD"
8,"004085616","NT","http://www.bp.com.au","Bulk Petroleum Storage Facility","496760","0800","53004085616","NT","NT351","3321","1998/1999","BP Australia - Darwin Terminal","Darwin","Petroleum Product Wholesaling",130.843585,-12.452087,"DINAH BEACH RD","BP AUST LTD"
4,"004085616","VIC","http://www.airbp.com","Bulk petroleum storage facility","535734","3851","53004085616","VIC","00022907","3321","2003/2004","Air BP West Sale","Fulham","Petroleum Product Wholesaling",146.976186,-38.087448,"SOUTH EAST AVIATION HEYFIELD RD","BP AUST P/L"
2,"004085616","NSW","http://www.airbp.com.au","Bulk Petroleum storage facility","494160","2020","54004085616","NSW","796","3321","2002/2003","Air BP Mascot","Mascot","Petroleum Product Wholesaling",151.187249,-33.934404,"c/- Australian Air Support Services Pty Ltd Eleventh Street, Mascot Airport","BP AUSTRALIA LIMITED"
